company_name,current_status,b_corp_profile,website,assessment_year,overall_score
"ThinkShout, Inc",certified,bcorporation.net/directory/thinkshout-inc,thinkshout.com,2017,101.4
"ThinkShout, Inc",certified,bcorporation.net/directory/thinkshout-inc,thinkshout.com,2015,80.5
D-Orbit spa,certified,bcorporation.net/directory/d-orbit,www.dorbit.space,2019,82.2
D-Orbit spa,certified,bcorporation.net/directory/d-orbit,www.dorbit.space,2016,96
D-Orbit spa,certified,bcorporation.net/directory/d-orbit,www.dorbit.space,2014,84.2
Fratelli Carli SpA,certified,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2019,98.3
Fratelli Carli SpA,certified,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2016,97.3
Fratelli Carli SpA,certified,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2014,90.1
LIFT Economy,certified,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2019,154.7
LIFT Economy,certified,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2016,134.2
LIFT Economy,certified,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2014,81
Technicians For Sustainability,certified,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2018,135.1
Technicians For Sustainability,certified,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2016,108.4
Technicians For Sustainability,certified,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2014,92.9
BancoEstado Microempresas,certified,bcorporation.net/directory/bancoestado-microempresas,www.bancoestado.cl,2017,97.9
BancoEstado Microempresas,certified,bcorporation.net/directory/bancoestado-microempresas,www.bancoestado.cl,2015,107
Super Humane,certified,bcorporation.net/directory/super-humane,www.superhumane.com,2016,118.8
Super Humane,certified,bcorporation.net/directory/super-humane,www.superhumane.com,2014,92.4
Altitude Learning,certified,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2019,94.2
Altitude Learning,certified,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2016,100.3
Altitude Learning,certified,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2014,124.6
Keela (by Networks for Change),certified,bcorporation.net/directory/keela-networks-change,www.keela.co,2018,97
Keela (by Networks for Change),certified,bcorporation.net/directory/keela-networks-change,www.keela.co,2016,101.2
Dunsky Energy Consulting,certified,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2019,108
Dunsky Energy Consulting,certified,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2016,101.7
Dunsky Energy Consulting,certified,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2014,94.5
African Bronze Honey Company Limited,certified,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2019,104.9
African Bronze Honey Company Limited,certified,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2016,100.4
African Bronze Honey Company Limited,certified,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2014,94
SMAK Food Inc,certified,bcorporation.net/directory/smak-food-inc,www.smakfastfood.com,2017,86.8
SMAK Food Inc,certified,bcorporation.net/directory/smak-food-inc,www.smakfastfood.com,2015,108.3
ClearlySo Limited,certified,bcorporation.net/directory/clearlyso-limited,www.clearlyso.com,2017,90.2
ClearlySo Limited,certified,bcorporation.net/directory/clearlyso-limited,www.clearlyso.com,2015,83.4
i=Change,certified,bcorporation.net/directory/ichange,www.iequalchange.com,2018,98.8
i=Change,certified,bcorporation.net/directory/ichange,www.iequalchange.com,2016,107.8
i=Change,certified,bcorporation.net/directory/ichange,www.iequalchange.com,2014,93.4
Current Shift,certified,bcorporation.net/directory/current-shift,www.currentshiftmedia.com,2017,104.4
Current Shift,certified,bcorporation.net/directory/current-shift,www.currentshiftmedia.com,2015,91.2
Domoto Brands,certified,bcorporation.net/directory/domoto-brands,www.domotobrands.com,2017,81.1
Domoto Brands,certified,bcorporation.net/directory/domoto-brands,www.domotobrands.com,2016,82.4
SOCAR,certified,bcorporation.net/directory/socar,www.socar.kr,2016,96.9
SOCAR,certified,bcorporation.net/directory/socar,www.socar.kr,2014,101.9
Whole Whale,certified,bcorporation.net/directory/whole-whale,www.wholewhale.com,2019,91.2
Fairphone,certified,bcorporation.net/directory/fairphone,www.fairphone.com,2017,106.6
Fairphone,certified,bcorporation.net/directory/fairphone,www.fairphone.com,2015,103.7
Sector 3 - Consultoria de Gest∆o,certified,bcorporation.net/directory/sector-3-consultoria-de-gestão,sector3.pt,2017,87.5
Sector 3 - Consultoria de Gest∆o,certified,bcorporation.net/directory/sector-3-consultoria-de-gestão,sector3.pt,2015,81.1
beebox,certified,bcorporation.net/directory/beebox,www.thebeebox.nl,2017,109.3
beebox,certified,bcorporation.net/directory/beebox,www.thebeebox.nl,2016,112.9
beebox,certified,bcorporation.net/directory/beebox,www.thebeebox.nl,2014,105.2
Bazzani Building Company,certified,bcorporation.net/directory/bazzani-building-company,www.bazzani.com,2016,138.5
Bazzani Building Company,certified,bcorporation.net/directory/bazzani-building-company,www.bazzani.com,2014,149.7
The School of Life Australia,certified,bcorporation.net/directory/the-school-of-life-australia,www.theschooloflife.com.au,2017,80.1
The School of Life Australia,certified,bcorporation.net/directory/the-school-of-life-australia,www.theschooloflife.com.au,2014,80.8
Love Bottle,certified,bcorporation.net/directory/love-bottle,www.lovebottle.com,2019,97.4
Love Bottle,certified,bcorporation.net/directory/love-bottle,www.lovebottle.com,2016,93.7
MIO,certified,bcorporation.net/directory/mio,www.mioculture.com,2016,92.2
MIO,certified,bcorporation.net/directory/mio,www.mioculture.com,2014,80
SoFine Food,certified,bcorporation.net/directory/sofine-food,www.dressitupdressing.com/,2016,89.5
Conscience Bay Company LLC,certified,bcorporation.net/directory/conscience-bay-company-llc,cbayco.com,2019,83.9
Conscience Bay Company LLC,certified,bcorporation.net/directory/conscience-bay-company-llc,cbayco.com,2016,84
ECO2LIBRIUM,certified,bcorporation.net/directory/eco2librium,www.eco2librium.net,2019,161.2
ECO2LIBRIUM,certified,bcorporation.net/directory/eco2librium,www.eco2librium.net,2016,180.1
ECO2LIBRIUM,certified,bcorporation.net/directory/eco2librium,www.eco2librium.net,2014,147.6
Better Future,certified,bcorporation.net/directory/better-future,better-future.com,2016,96.7
Better Future,certified,bcorporation.net/directory/better-future,better-future.com,2014,103.3
Sair da Casca,certified,bcorporation.net/directory/sair-da-casca,www.sairdacasca.com,2018,81.8
Happy Valley Meat Company,certified,bcorporation.net/directory/happy-valley-meat-company,happyvalleymeat.com,2017,94.4
Happy Valley Meat Company,certified,bcorporation.net/directory/happy-valley-meat-company,happyvalleymeat.com,2015,84
SALOMMON IDEAS EN ACCI‡N,certified,bcorporation.net/directory/salommon-ideas-en-acción,www.salommon.com.ar,2017,106.9
SALOMMON IDEAS EN ACCI‡N,certified,bcorporation.net/directory/salommon-ideas-en-acción,www.salommon.com.ar,2015,83.3
Honest to Goodness,certified,bcorporation.net/directory/honest-to-goodness,www.goodness.com.au,2017,89.7
Honest to Goodness,certified,bcorporation.net/directory/honest-to-goodness,www.goodness.com.au,2015,87.1
Brown Bread Ltd,certified,bcorporation.net/directory/brown-bread-ltd,www.brownbread.co.nz,2017,94.9
Brown Bread Ltd,certified,bcorporation.net/directory/brown-bread-ltd,www.brownbread.co.nz,2015,84.4
Quinn & Partners Inc.,certified,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2019,108.2
Quinn & Partners Inc.,certified,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2016,122.4
Quinn & Partners Inc.,certified,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2014,103.1
BioRumo,certified,bcorporation.net/directory/biorumo,www.biorumo.com,2017,96.3
BioRumo,certified,bcorporation.net/directory/biorumo,www.biorumo.com,2013,83
Abreu Advogados,certified,bcorporation.net/directory/abreu-advogados,www.abreuadvogados.com,2018,81.1
Abreu Advogados,certified,bcorporation.net/directory/abreu-advogados,www.abreuadvogados.com,2015,80.5
The Social Deck,certified,bcorporation.net/directory/the-social-deck,www.thesocialdeck.com,2018,86.8
The Social Deck,certified,bcorporation.net/directory/the-social-deck,www.thesocialdeck.com,2016,90.2
Montagne Alternative,certified,bcorporation.net/directory/montagne-alternative,www.montagne-alternative.com,2016,84.1
Montagne Alternative,certified,bcorporation.net/directory/montagne-alternative,www.montagne-alternative.com,2014,89.7
Pro Bono Australia,certified,bcorporation.net/directory/pro-bono-australia,www.probonoaustralia.com.au,2016,80.2
Pro Bono Australia,certified,bcorporation.net/directory/pro-bono-australia,www.probonoaustralia.com.au,2014,93.6
Grupo GAIA,certified,bcorporation.net/directory/grupo-gaia,grupogaia.com.br,2016,109.7
Grupo GAIA,certified,bcorporation.net/directory/grupo-gaia,grupogaia.com.br,2014,113.2
GroundFloor Media,certified,bcorporation.net/directory/groundfloor-media,www.groundfloormedia.com,2018,96.3
GroundFloor Media,certified,bcorporation.net/directory/groundfloor-media,www.groundfloormedia.com,2016,91.2
Geekie,certified,bcorporation.net/directory/geekie,www.geekie.com.br,2017,87.7
Geekie,certified,bcorporation.net/directory/geekie,www.geekie.com.br,2014,82.9
Lohas Beans,certified,bcorporation.net/directory/lohas-beans,www.lohasbeans.com,2016,90.4
Lohas Beans,certified,bcorporation.net/directory/lohas-beans,www.lohasbeans.com,2014,95.3
SnappCar,certified,bcorporation.net/directory/snappcar,www.snappcar.nl,2017,82.3
SnappCar,certified,bcorporation.net/directory/snappcar,www.snappcar.nl,2015,84.8
Mejor en Bici,certified,bcorporation.net/directory/mejor-en-bici,www.mejorenbici.com,2018,98.5
Mejor en Bici,certified,bcorporation.net/directory/mejor-en-bici,www.mejorenbici.com,2015,93.9
SunBug Solar LLC,certified,bcorporation.net/directory/sunbug-llc,sunbugsolar.com,2017,81.3
Lineage Botanica,certified,bcorporation.net/directory/lineage-botanica,lineagebotanica.com,2018,89.9
"Jia-Wei Co., CPAs",certified,bcorporation.net/directory/jia-wei-co-cpas,www.jwcpas.com.tw,2017,84.8
"Jia-Wei Co., CPAs",certified,bcorporation.net/directory/jia-wei-co-cpas,www.jwcpas.com.tw,2015,100.3
Pure Chemistry S.A.S.,certified,bcorporation.net/directory/pure-chemistry-sas,www.purechemistryonline.com,2018,80.3
Pure Chemistry S.A.S.,certified,bcorporation.net/directory/pure-chemistry-sas,www.purechemistryonline.com,2015,82.2
Marque Lawyers,certified,bcorporation.net/directory/marque-lawyers,www.marquelawyers.com.au,2018,80.5
Marque Lawyers,certified,bcorporation.net/directory/marque-lawyers,www.marquelawyers.com.au,2014,85.8
Food.Stories.Travel.,certified,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2019,85.5
Food.Stories.Travel.,certified,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2016,92.4
Food.Stories.Travel.,certified,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2014,84.6
Rogue Creamery,certified,bcorporation.net/directory/rogue-creamery,www.roguecreamery.com,2018,136.6
Rogue Creamery,certified,bcorporation.net/directory/rogue-creamery,www.roguecreamery.com,2016,138.1
Bureo Inc,certified,bcorporation.net/directory/bureo-inc,bureo.co,2017,80.4
Bureo Inc,certified,bcorporation.net/directory/bureo-inc,bureo.co,2015,90.1
StartSomeGood,certified,bcorporation.net/directory/startsomegood,www.startsomegood.com,2018,102.5
StartSomeGood,certified,bcorporation.net/directory/startsomegood,www.startsomegood.com,2016,107.6
Envoys/Zambo,certified,bcorporation.net/directory/oba-sas,www.envoys.com,2018,81.5
Envoys/Zambo,certified,bcorporation.net/directory/oba-sas,www.envoys.com,2014,83.7
TripZero,certified,bcorporation.net/directory/tripzero,www.tripzero.events,2017,106.4
TripZero,certified,bcorporation.net/directory/tripzero,www.tripzero.events,2014,82.8
O'Connells OBM,certified,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2019,80.7
O'Connells OBM,certified,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2016,84.5
O'Connells OBM,certified,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2014,84.8
Sawday's,certified,bcorporation.net/directory/sawdays,sawdays.co.uk,2019,96.2
Symplicity Designs Inc,certified,bcorporation.net/directory/symplicity-designs-inc,www.symplicity.ca,2017,112.5
Symplicity Designs Inc,certified,bcorporation.net/directory/symplicity-designs-inc,www.symplicity.ca,2015,110.3
N£cleo Ambiental S.A.S.,certified,bcorporation.net/directory/n£cleo-ambiental-sas,www.nucleoambiental.org,2018,105.4
N£cleo Ambiental S.A.S.,certified,bcorporation.net/directory/n£cleo-ambiental-sas,www.nucleoambiental.org,2016,90.3
Cleaver Co,certified,bcorporation.net/directory/the-cleaver-co,cleaverco.com,2017,95.9
Cleaver Co,certified,bcorporation.net/directory/the-cleaver-co,cleaverco.com,2014,87.9
Doing Good Works,certified,bcorporation.net/directory/doing-good-works,www.doinggoodworks.com,2019,80.6
GIVN Goods,certified,bcorporation.net/directory/givn-goods,www.givnwater.com,2017,102.7
GIVN Goods,certified,bcorporation.net/directory/givn-goods,www.givnwater.com,2015,102
NICO,certified,bcorporation.net/directory/nico,mynico.com,2018,94.1
Brink Communications,certified,bcorporation.net/directory/brink-communications,www.brinkcomm.com,2019,100.7
Brink Communications,certified,bcorporation.net/directory/brink-communications,www.brinkcomm.com,2016,101.7
Soapbox,certified,bcorporation.net/directory/soapbox-soaps,www.soapboxsoaps.com,2017,111.7
Soapbox,certified,bcorporation.net/directory/soapbox-soaps,www.soapboxsoaps.com,2015,115.5
Roots for Sustainability (R4S),certified,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2019,131.2
Roots for Sustainability (R4S),certified,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2016,104.6
Roots for Sustainability (R4S),certified,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2014,100.2
reThink llc,certified,bcorporation.net/directory/rethink-llc,rethink-llc.com,2017,84
reThink llc,certified,bcorporation.net/directory/rethink-llc,rethink-llc.com,2016,90.3
CoLab Cooperative,certified,bcorporation.net/directory/colab-cooperative,www.colab.coop,2016,91.3
General Bio,certified,bcorporation.net/directory/general-bio,www.generalbio.co.kr/eng/,2017,166.9
General Bio,certified,bcorporation.net/directory/general-bio,www.generalbio.co.kr/eng/,2015,161.5
Helios Investment Partners,certified,bcorporation.net/directory/helios-investment-partners,www.heliosinvestment.com,2019,97.9
CauseLabs,certified,bcorporation.net/directory/causelabs,causelabs.com,2019,106.6
CauseLabs,certified,bcorporation.net/directory/causelabs,causelabs.com,2016,86.1
CauseLabs,certified,bcorporation.net/directory/causelabs,causelabs.com,2014,82
Fetzer Vineyards,certified,bcorporation.net/directory/fetzer-vineyards,fetzer.com,2017,95.1
Fetzer Vineyards,certified,bcorporation.net/directory/fetzer-vineyards,fetzer.com,2015,80.2
HQ Raleigh,certified,bcorporation.net/directory/hq-raleigh,hq.community,2018,83.8
HQ Raleigh,certified,bcorporation.net/directory/hq-raleigh,hq.community,2016,82.2
EdOps,certified,bcorporation.net/directory/edops,www.ed-ops.com,2019,94.9
